p_1_agree_item_1,p_1_agree_item_2,p_1_agree_item_3,p_1_agree_item_4,p_1_agree_item_5,p_1_agree_item_6,p_1_consc_item_1,p_1_consc_item_2,p_1_consc_item_3,p_1_consc_item_4,p_1_consc_item_5,p_1_consc_item_6,p_1_extr_item_1,p_1_extr_item_2,p_1_extr_item_3,p_1_extr_item_4,p_1_extr_item_5,p_1_extr_item_6,p_1_neuro_item_1,p_1_neuro_item_2,p_1_neuro_item_3,p_1_neuro_item_4,p_1_neuro_item_5,p_1_neuro_item_6,p_1_openness_item_1,p_1_openness_item_2,p_1_openness_item_3,p_1_openness_item_4,p_1_openness_item_5,p_1_openness_item_6,p_2_agree_item_1,p_2_agree_item_2,p_2_agree_item_3,p_2_agree_item_4,p_2_agree_item_5,p_2_agree_item_6,p_2_consc_item_1,p_2_consc_item_2,p_2_consc_item_3,p_2_consc_item_4,p_2_consc_item_5,p_2_consc_item_6,p_2_extr_item_1,p_2_extr_item_2,p_2_extr_item_3,p_2_extr_item_4,p_2_extr_item_5,p_2_extr_item_6,p_2_neuro_item_1,p_2_neuro_item_2,p_2_neuro_item_3,p_2_neuro_item_4,p_2_neuro_item_5,p_2_neuro_item_6,p_2_openness_item_1,p_2_openness_item_2,p_2_openness_item_3,p_2_openness_item_4,p_2_openness_item_5,p_2_openness_item_6,p_3_agree_item_1,p_3_agree_item_2,p_3_agree_item_3,p_3_agree_item_4,p_3_agree_item_5,p_3_agree_item_6,p_3_consc_item_1,p_3_consc_item_2,p_3_consc_item_3,p_3_consc_item_4,p_3_consc_item_5,p_3_consc_item_6,p_3_extr_item_1,p_3_extr_item_2,p_3_extr_item_3,p_3_extr_item_4,p_3_extr_item_5,p_3_extr_item_6,p_3_neuro_item_1,p_3_neuro_item_2,p_3_neuro_item_3,p_3_neuro_item_4,p_3_neuro_item_5,p_3_neuro_item_6,p_3_openness_item_1,p_3_openness_item_2,p_3_openness_item_3,p_3_openness_item_4,p_3_openness_item_5,p_3_openness_item_6,source_file,PROLIFIC_PID,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score
4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,results_19.csv,664e288b870040111663ebd1,1.75,4.25,3.5,3.0,3.5
4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,4,4,3,4,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,3,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,3,results_19.csv,66528b309a03e723bf78adfa,2.75,4.5,3.25,3.25,4.25
3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,3,4,4,4,3,4,4,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,results_19.csv,66baad4fa89b22f75d2d93e5,4.5,2.75,3.25,3.5,3.25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,5,2,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,results_19.csv,66d85afdce3d81308afe183e,3.25,4.0,4.0,3.25,4.0
4,4,2,5,5,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,results_9.csv,5dbd796ee8add82bd3ef7878,1.75,5.0,4.0,4.5,5.0
4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,5e29dc4721a5f20481c70274,3.0,4.0,4.0,2.0,4.0
4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,5,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,5f363a9a07d496680e6dfc49,3.25,5.0,2.0,2.75,4.5
4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,4,5,5,5,4,3,3,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,5,5,5,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,6065236647732825e997d2f6,2.25,4.0,2.75,4.25,5.0
4,4,4,4,5,4,4,4,3,3,4,4,3,4,1,4,4,4,4,4,3,4,4,4,5,4,4,5,4,4,4,5,5,5,3,5,4,4,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,6111587a8000027e7f79b1ba,1.5,4.5,4.25,3.75,5.0
4,4,3,4,3,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,612b86da38f96808af7bb1da,4.25,4.0,4.25,1.75,3.0
3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,results_9.csv,62fd42136d0fe24eccb23ec9,2.0,3.0,3.75,2.75,3.0
3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,5,4,4,3,4,4,4,4,results_9.csv,653703627539f3a8b2ed4af3,4.0,4.75,4.75,1.0,4.75
4,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,results_9.csv,65a5bc46a459a1f1b5a8ade9,2.25,2.75,2.5,3.25,2.75
4,4,3,4,5,4,4,4,4,4,4,4,4,3,2,3,4,3,4,4,4,4,4,5,4,4,2,3,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,3,2,4,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,results_9.csv,6630d9ee0ec20757d2137554,2.5,2.5,4.0,3.5,2.75
4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,663a6537d8be42a9bd890765,2.0,4.25,3.5,3.75,4.75
4,4,3,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3,5,4,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,6669fe44c5660a00d14ab11d,1.75,4.25,4.5,2.5,4.5
4,3,3,3,4,3,4,4,3,4,3,3,3,3,2,3,2,2,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,3,3,4,4,3,4,4,4,2,2,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,results_9.csv,667f4eb6c32c389a9edb9747,1.75,4.0,2.25,4.0,3.75
4,3,2,2,4,4,4,4,2,4,4,5,2,4,1,2,2,4,5,4,3,4,4,4,4,3,1,4,3,4,3,5,3,3,3,3,3,3,2,4,3,3,2,4,3,4,2,3,4,4,4,4,4,4,2,4,1,2,2,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,results_9.csv,668161c6c32c389a9edbffe5,1.5,2.0,2.0,5.0,4.75
4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_9.csv,66a280c10221d728f1f23b30,3.5,4.5,3.25,2.0,5.0
4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,4,5,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,3,4,4,4,results_9.csv,66aa8a00cb81056a0cdb9216,2.25,4.5,4.5,3.25,3.75
4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,4,3,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,3,2,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,3,3,results_9.csv,66cc91711ca3ffce3494567c,3.0,3.75,4.25,2.0,3.5
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,results_9.csv,66d65562e2fb36db3ae2c618,4.0,3.5,4.25,2.75,4.25
2,3,2,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,4,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,results_9.csv,670aec495e6ccc7bdc9059a9,2.25,3.0,3.0,1.5,3.25
4,5,5,4,4,4,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,4,4,4,4,5,4,5,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,5,4,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,5,5,4,4,4,3,4,3,4,4,5,results_8.csv,588e02b13326830001bc29cd,5.0,4.75,4.25,1.0,5.0
4,4,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,610ac57b9c3dda7bb1dfdc1e,3.25,3.0,3.75,2.0,4.0
4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,6296290ec41bde1525dbb77e,3.25,4.0,3.25,2.5,4.0
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,3,results_8.csv,631c8e97db06f601f81bd82f,3.5,4.0,4.0,1.75,3.25
3,3,3,3,3,3,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,4,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,4,3,2,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,results_8.csv,63474e67a5fd298c6103c409,2.25,2.75,3.5,2.75,3.5
5,5,5,4,5,5,5,5,5,4,4,4,4,3,4,5,4,4,5,5,4,4,4,4,4,5,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,4,5,4,4,3,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,65de3af8fcbc6ef9331bd863,4.25,5.0,5.0,2.25,5.0
4,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,3,4,2,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,results_8.csv,65fc9f54bf0a6174674f0851,4.75,4.0,5.0,3.5,4.25
5,4,4,5,5,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,5,4,4,5,4,3,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,66295cf0dbecaeeb1cddb852,3.5,4.25,3.25,3.0,5.0
4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,results_8.csv,662a650b6b7d15a354343ad4,4.0,4.75,4.0,2.25,5.0
4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,6632944bbc110f7862810d5a,2.25,4.5,4.5,2.0,4.25
4,4,5,4,3,4,3,4,5,4,3,3,3,3,2,3,2,2,4,5,3,4,3,4,3,3,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,66461dfd1eb6453139b1db4c,2.75,5.0,3.0,1.5,3.25
4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,4,4,3,4,3,5,4,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,3,3,3,3,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,results_8.csv,66492b46ca139ec22508f92e,1.25,2.75,3.0,3.75,4.25
4,5,4,5,4,4,4,5,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,3,4,4,4,4,4,4,4,2,3,3,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_8.csv,664fc6ec0beb5400a141b77b,2.5,5.0,4.25,1.5,4.0
4,4,3,4,3,3,4,4,4,5,3,3,4,3,2,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,3,3,3,3,4,2,4,3,3,4,5,3,4,4,4,2,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,results_8.csv,66ad1a1dc6fc1d8c672a0a9a,2.0,5.0,3.5,3.5,3.25
4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,5,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,results_8.csv,66aec331928d119d42ce565f,2.75,4.5,4.5,1.5,4.75
4,4,2,4,4,3,4,4,4,4,4,4,3,3,2,3,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,2,2,2,4,2,2,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,3,4,4,4,3,5,3,4,3,4,results_8.csv,66bffd8c97a80ac91e1087e0,3.5,4.25,5.0,1.25,2.5
3,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,results_8.csv,67059311fdf4bc0b38a00848,4.0,3.25,3.75,2.5,3.75
4,4,2,4,4,4,4,4,3,4,4,4,3,3,2,3,4,4,4,4,3,4,4,3,4,3,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,2,3,4,4,3,4,3,4,4,3,3,3,2,4,4,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,results_8.csv,670aa13c11ae50c8b17b8068,1.5,2.25,2.5,2.25,4.0
4,4,4,5,4,4,5,5,4,4,4,4,2,4,2,3,3,4,4,4,4,4,3,4,3,4,2,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,results_8.csv,672c74f54295206bddb0146a,1.75,5.0,3.25,2.0,4.0
4,4,3,4,4,3,4,4,3,4,4,4,2,3,2,2,3,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,2,2,3,2,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_6.csv,59c25b315364260001dc4b45,2.0,2.0,3.0,4.0,5.0
5,5,4,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,5,4,4,4,3,4,4,5,4,5,4,4,5,5,4,5,5,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,5a68c8ec63394a000155cbb9,1.75,5.0,4.75,1.75,3.75
4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_6.csv,5b21702b6dba320001b072ce,2.25,3.25,4.5,1.25,4.75
4,4,4,4,4,4,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,results_6.csv,5c92aa671ce0cd00128c6c86,3.25,5.0,3.5,2.5,4.75
5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,5cd08e2ff59e0a0013563602,4.0,5.0,4.0,2.5,5.0
5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,5,4,5,5,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,5d423287112baf0018b0673c,3.25,2.75,4.0,3.0,3.0
5,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,2,3,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,5ee1236e7f235110ac6c4ff4,2.75,4.5,4.0,3.5,2.0
4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,5f828002935db93a4d29d577,3.25,3.25,3.5,2.25,5.0
3,4,3,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,3,results_6.csv,6341b868a41dcb8f252c509a,2.75,3.0,3.25,2.75,3.5
3,4,4,5,5,4,5,4,4,4,4,4,3,2,3,2,2,2,4,4,3,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,653581671571d347299832d7,1.5,3.25,3.5,3.25,4.0
3,4,3,3,4,4,4,4,3,4,4,4,3,3,2,3,3,3,3,4,2,4,4,3,4,4,2,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,2,3,2,3,3,3,3,4,3,4,3,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,results_6.csv,65dfb9ef84f2b03399eecc6c,2.5,2.25,3.75,3.0,4.25
3,3,2,3,3,3,3,4,3,4,3,3,2,3,2,3,2,2,3,4,2,4,3,3,3,3,2,3,3,2,3,4,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,2,2,2,2,2,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,results_6.csv,65e25a56b48b9af00aaf76d5,3.25,4.25,3.0,2.5,3.0
4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,3,4,5,4,5,4,4,4,4,2,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,662939d4dcb829c0cd170ac9,4.5,4.75,2.5,2.0,4.75
4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,66463e4efb99fba5a67a010a,2.0,3.75,4.0,1.75,4.5
4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,4,4,4,3,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_6.csv,6697953e9a3629ebf4a4d3eb,2.25,4.25,4.75,3.25,4.25
